num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
7124,2018,9,13,3,2,10,2,115,1,99,1,32,5,5,7,9,1,5,26,2,2008,4,1
7125,2018,9,13,3,2,10,2,115,1,99,1,60,11,11,13,9,1,4,999,5,9999,99,1
7126,2018,9,9,2,1,10,2,1001,10,99,1,30,5,5,7,1,1,5,30,2,9999,99,1
7127,2018,9,9,2,1,10,2,1001,10,99,1,51,9,9,11,1,1,4,27,5,9999,99,1
7128,2018,9,10,2,1,10,2,901,9,99,1,34,5,5,7,1,1,9,69,1,2005,4,1
7129,2018,9,10,2,1,10,2,901,9,99,1,31,5,5,7,1,1,3,69,9,9999,99,1
7130,2018,9,0,1,1,10,2,1609,16,99,1,64,11,11,13,1,1,1,66,2,9999,99,3
7131,2018,9,14,3,2,10,2,1401,14,99,1,26,4,4,6,2,1,4,6,3,9999,99,2
7132,2018,9,14,3,2,10,2,1419,14,99,1,27,4,4,6,2,1,5,50,2,9999,99,1
7133,2018,9,14,3,2,10,2,1419,14,99,1,999,16,12,18,1,1,3,999,99,9999,99,1
7134,2018,9,21,4,3,10,2,1412,14,99,1,18,2,2,4,2,1,3,69,10,1986,2,2
7135,2018,9,15,3,2,10,2,415,4,99,1,37,6,6,8,1,1,5,30,2,1999,3,1
7136,2018,9,15,3,2,10,2,415,4,99,1,24,3,3,5,1,1,1,56,4,1988,2,1
7137,2018,10,12,3,2,10,3,101,1,9,1,31,5,5,7,1,1,4,76,5,2014,5,1
7138,2018,10,12,3,2,10,3,101,1,9,1,25,4,4,6,1,1,4,999,99,9999,99,1
7139,2018,10,2,1,1,10,3,101,1,7,1,60,11,11,13,1,1,2,4,2,2016,5,1
7140,2018,10,2,1,1,10,3,101,1,7,1,25,4,4,6,1,1,9,31,2,2006,4,1
7141,2018,10,23,4,3,10,3,101,1,21,1,26,4,4,6,1,1,4,27,5,2018,5,1
7142,2018,10,23,4,3,10,3,101,1,21,1,38,6,6,8,1,1,1,69,5,2002,4,1
7143,2018,10,17,3,2,10,3,108,1,99,1,65,12,11,14,2,1,1,69,3,1991,3,1
7144,2018,10,17,3,2,10,3,108,1,99,1,36,6,6,8,1,1,1,28,2,9999,99,1
7145,2018,10,21,4,3,10,3,108,1,99,2,22,3,3,5,1,1,1,56,4,9999,99,1
7146,2018,10,21,4,3,10,3,108,1,99,9,999,16,12,18,1,1,2,17,4,9999,99,1
7147,2018,10,5,1,1,10,3,501,5,99,1,36,6,6,8,1,1,6,19,2,2003,4,1
7148,2018,10,5,1,1,10,3,501,5,99,1,48,8,8,10,1,1,12,49,2,1994,3,1
7149,2018,10,20,4,3,10,3,901,9,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
7150,2018,10,20,4,3,10,3,901,9,99,2,20,3,3,5,9,1,4,6,1,9999,99,1
7151,2018,10,18,4,3,10,3,1705,17,99,1,27,4,4,6,1,1,6,30,2,1998,3,1
7152,2018,10,18,4,3,10,3,1705,17,99,1,27,4,4,6,1,1,3,56,4,2000,4,1
7153,2018,11,8,2,1,10,4,1901,19,99,1,26,4,4,6,1,1,4,76,1,2014,5,1
7154,2018,11,8,2,1,10,4,1901,19,99,2,44,7,7,9,1,1,2,31,1,1993,3,1
7155,2018,11,11,2,1,10,4,1001,10,99,1,52,9,9,11,1,1,3,69,9,9999,99,1
7156,2018,11,11,2,1,10,4,1001,10,99,1,20,3,3,5,1,1,4,27,5,9999,99,1
7157,2018,12,1,1,1,10,5,101,1,15,1,26,4,4,6,1,1,2,28,3,2011,5,1
7158,2018,12,1,1,1,10,5,101,1,15,1,999,16,12,18,1,1,18,999,99,9999,99,1
7159,2018,12,1,1,1,10,5,101,1,7,1,19,2,2,4,1,1,4,32,7,2018,5,4
7160,2018,12,10,2,1,10,5,101,1,3,1,32,5,5,7,1,1,11,10,2,2013,5,1
7161,2018,12,10,2,1,10,5,101,1,3,1,61,11,11,13,1,1,4,27,9,9999,99,1
7162,2018,12,18,4,3,10,5,101,1,9,2,39,6,6,8,1,1,1,10,9,2006,4,1
7163,2018,12,18,4,3,10,5,101,1,9,1,30,5,5,7,1,1,4,67,5,2017,5,1
7164,2018,12,19,4,3,10,5,101,1,11,1,23,3,3,5,1,1,4,18,5,9999,99,1
7165,2018,12,19,4,3,10,5,101,1,11,1,44,7,7,9,1,1,2,67,5,9999,99,1
7166,2018,12,20,4,3,10,5,114,1,99,1,22,3,3,5,1,1,4,999,5,9999,99,1
7167,2018,12,20,4,3,10,5,114,1,99,1,999,16,12,18,1,1,1,999,99,9999,99,1
7168,2018,12,9,2,1,10,5,1020,10,99,1,31,5,5,7,1,1,6,999,2,9999,99,1
7169,2018,12,9,2,1,10,5,1020,10,99,1,32,5,5,7,1,1,1,48,1,9999,99,1
7170,2018,12,12,3,2,10,5,1601,16,99,1,49,8,8,10,1,1,9,69,4,2008,4,1
7171,2018,12,12,3,2,10,5,1601,16,99,1,27,4,4,6,1,1,4,20,3,2012,5,1
7172,2018,12,12,3,2,10,5,1605,16,99,1,37,6,6,8,1,1,5,17,2,1993,3,2
7173,2018,12,13,3,2,10,5,1803,18,99,1,22,3,3,5,1,1,4,67,5,9999,99,1
7174,2018,12,13,3,2,10,5,1803,18,99,1,999,16,12,18,1,1,1,999,99,9999,99,1
7175,2018,13,3,1,1,10,6,101,1,3,1,26,4,4,6,1,1,1,52,4,9999,99,1
7176,2018,13,3,1,1,10,6,101,1,3,1,28,4,4,6,1,1,1,56,4,2007,4,1
7177,2018,13,17,3,2,10,6,601,6,99,1,35,6,6,8,1,1,22,6,5,2017,5,1
7178,2018,13,17,3,2,10,6,601,6,99,1,47,8,8,10,1,1,4,32,1,9999,99,1
7179,2018,13,20,4,3,10,6,1404,14,99,1,24,3,3,5,2,1,4,999,99,9999,99,1
7180,2018,13,20,4,3,10,6,1404,14,99,1,36,6,6,8,1,1,4,67,5,9999,99,1
7181,2018,13,0,1,1,10,6,1802,18,99,1,22,3,3,5,1,1,4,32,1,2018,5,4
7182,2018,13,2,1,1,10,6,901,9,99,1,42,7,7,9,1,1,3,8,4,9999,99,1
7183,2018,13,2,1,1,10,6,901,9,99,1,22,3,3,5,2,1,4,999,1,9999,99,1
7184,2018,13,20,4,3,10,6,1106,11,99,1,23,3,3,5,1,1,4,27,3,9999,99,1
7185,2018,13,20,4,3,10,6,1106,11,99,9,999,16,12,18,9,9,4,999,99,9999,99,1
7186,2018,13,12,3,2,10,6,715,7,99,1,22,3,3,5,1,1,1,69,3,9999,99,3
7187,2018,13,20,4,3,10,6,117,1,99,1,23,3,3,5,1,1,4,999,99,9999,99,1
7188,2018,13,20,4,3,10,6,117,1,99,9,999,16,12,18,9,9,1,999,99,9999,99,1
7189,2018,13,20,4,3,10,6,117,1,99,1,33,5,5,7,1,1,1,52,5,2009,4,1
7190,2018,13,20,4,3,10,6,117,1,99,2,54,9,9,11,1,1,4,18,4,2015,5,1
7191,2018,13,21,4,3,10,6,101,1,9,1,21,3,3,5,1,1,3,56,10,2002,4,1
7192,2018,13,21,4,3,10,6,101,1,9,1,34,5,5,7,1,1,4,3,5,2017,5,1
7193,2018,13,23,4,3,10,6,101,1,12,1,16,2,2,4,1,2,1,69,4,9999,99,1
7194,2018,13,23,4,3,10,6,101,1,12,1,34,5,5,7,1,1,4,95,3,9999,99,1
7195,2018,13,23,4,3,10,6,506,5,99,1,34,5,5,7,1,1,3,69,1,9999,99,1
7196,2018,13,23,4,3,10,6,506,5,99,1,25,4,4,6,1,1,4,999,99,9999,99,1
7197,2018,14,4,1,1,10,7,101,1,1,2,35,6,6,8,1,1,1,74,4,2007,4,1
7198,2018,14,4,1,1,10,7,101,1,1,1,999,16,12,18,1,1,4,6,5,9999,99,1
7199,2018,14,10,2,1,10,7,101,1,1,1,28,4,4,6,1,1,4,20,5,2017,5,1
7200,2018,14,10,2,1,10,7,101,1,1,1,25,4,4,6,1,1,4,67,5,2017,5,1
7201,2018,14,0,1,1,10,7,101,1,12,2,26,4,4,6,1,1,4,6,5,9999,99,2
7202,2018,14,22,4,3,10,7,101,1,99,1,30,5,5,7,1,1,4,999,2,2000,4,2
7203,2018,14,22,4,3,10,7,101,1,99,9,999,16,12,18,9,9,1,999,99,9999,99,1
7204,2018,14,2,1,1,10,7,115,1,99,1,23,3,3,5,1,1,4,6,1,9999,99,1
7205,2018,14,2,1,1,10,7,115,1,99,9,999,16,12,18,9,9,1,999,99,9999,99,1
7206,2018,14,19,4,3,10,7,115,1,99,1,42,7,7,9,1,1,1,56,1,9999,99,1
7207,2018,14,19,4,3,10,7,115,1,99,1,34,5,5,7,1,1,9,999,2,2000,4,1
7208,2018,14,19,4,3,10,7,115,1,99,1,39,6,6,8,1,1,9,28,3,2000,4,1
7209,2018,14,22,4,3,10,7,117,1,99,1,28,4,4,6,9,1,1,73,2,9999,99,1
7210,2018,14,22,4,3,10,7,117,1,99,1,19,2,2,4,9,1,4,2,4,9999,99,1
7211,2018,14,10,2,1,10,7,301,3,99,1,38,6,6,8,1,1,4,32,1,9999,99,1
7212,2018,14,10,2,1,10,7,301,3,99,1,44,7,7,9,1,1,4,32,5,9999,99,1
7213,2018,14,11,2,1,10,7,501,5,99,1,43,7,7,9,1,1,1,41,4,2001,4,1
7214,2018,14,11,2,1,10,7,501,5,99,1,23,3,3,5,1,1,4,54,5,9999,99,1
7215,2018,14,14,3,2,10,7,501,5,99,1,33,5,5,7,9,1,1,48,11,9999,99,3
7216,2018,14,20,4,3,10,7,1801,18,99,1,22,3,3,5,9,1,3,999,1,9999,99,1
7217,2018,14,20,4,3,10,7,1801,18,99,1,57,10,10,12,9,1,3,999,1,9999,99,1
7218,2018,14,6,2,1,10,7,2001,20,99,1,30,5,5,7,9,1,3,17,1,2000,4,1
7219,2018,14,6,2,1,10,7,2001,20,99,1,27,4,4,6,9,1,4,67,5,9999,99,1
7220,2018,15,0,1,1,10,1,101,1,1,1,36,6,6,8,9,1,1,27,5,2002,4,1
7221,2018,15,0,1,1,10,1,101,1,1,1,36,6,6,8,9,1,1,48,3,2008,4,1
7222,2018,15,14,3,2,10,1,101,1,11,2,21,3,3,5,9,1,4,67,5,2018,5,1
7223,2018,15,14,3,2,10,1,101,1,11,1,999,16,12,18,9,1,1,999,99,9999,99,1
7224,2018,15,22,4,3,10,1,1501,15,99,1,25,4,4,6,9,1,1,27,1,9999,99,2
7225,2018,15,18,4,3,10,1,1408,14,99,1,32,5,5,7,9,1,1,31,2,2012,5,1
7226,2018,15,18,4,3,10,1,1408,14,99,1,45,8,8,10,9,1,1,69,2,1989,2,1
7227,2018,15,18,4,3,10,1,1408,14,99,1,44,7,7,9,9,1,4,999,5,9999,99,1
7228,2018,15,5,1,1,10,1,2101,21,99,1,999,16,12,18,9,1,9,69,3,9999,99,3
7229,2018,15,13,3,2,10,1,902,9,99,1,33,5,5,7,9,1,2,56,5,9999,99,1
7230,2018,15,13,3,2,10,1,902,9,99,1,23,3,3,5,9,1,4,72,5,9999,99,1
7231,2018,15,1,1,1,10,1,102,1,99,1,26,4,4,6,9,1,1,73,4,9999,99,2
7232,2018,15,20,4,3,10,1,115,1,99,1,25,4,4,6,9,1,5,31,2,2005,4,1
7233,2018,15,20,4,3,10,1,115,1,99,1,24,3,3,5,9,1,4,67,5,9999,99,1
7234,2018,15,8,2,1,10,1,115,1,99,1,23,3,3,5,9,1,2,48,6,9999,99,1
7235,2018,15,8,2,1,10,1,115,1,99,1,25,4,4,6,9,1,4,163,99,2009,4,1
7236,2018,15,17,3,2,10,1,509,5,99,1,47,8,8,10,9,1,1,48,3,9999,99,1
7237,2018,15,17,3,2,10,1,509,5,99,9,999,16,12,18,9,1,4,999,99,9999,99,1
7238,2018,15,22,4,3,10,1,113,1,99,1,37,6,6,8,9,1,4,108,3,9999,99,1
7239,2018,15,22,4,3,10,1,113,1,99,9,999,16,12,18,9,1,1,999,99,9999,99,1
7240,2018,15,4,1,1,10,1,105,1,99,1,28,4,4,6,9,1,4,27,3,9999,99,6
7241,2018,15,6,2,1,10,1,101,1,13,1,35,6,6,8,9,1,4,32,1,9999,99,6
7242,2018,16,6,2,1,10,2,101,1,13,1,23,3,3,5,9,1,4,77,2,9999,99,1
7243,2018,16,6,2,1,10,2,101,1,13,1,49,8,8,10,9,1,2,67,4,9999,99,1
7244,2018,16,13,3,2,10,2,1602,16,99,1,40,7,7,9,9,1,3,73,1,9999,99,1
7245,2018,16,13,3,2,10,2,1602,16,99,1,34,5,5,7,9,1,2,28,2,9999,99,1
7246,2018,16,20,4,3,10,2,101,1,1,1,26,4,4,6,9,1,4,67,3,9999,99,1
7247,2018,16,20,4,3,10,2,101,1,1,9,999,16,12,18,9,1,99,999,3,9999,99,1
7248,2018,16,12,3,2,10,2,501,5,99,1,63,11,11,13,9,1,9,56,4,9999,99,2
7249,2018,17,19,4,3,10,3,101,1,1,1,21,3,3,5,2,1,1,17,4,9999,99,1
7250,2018,17,19,4,3,10,3,101,1,1,1,27,4,4,6,1,1,3,27,3,2005,4,1
7251,2018,17,19,4,3,10,3,101,1,1,1,39,6,6,8,1,1,12,48,9,2012,5,1
7252,2018,17,1,1,1,10,3,101,1,18,1,999,16,12,18,1,1,4,67,5,9999,99,2
7253,2018,17,10,2,1,10,3,108,1,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
7254,2018,17,10,2,1,10,3,108,1,99,1,21,3,3,5,1,1,4,999,99,9999,99,1
7255,2018,17,16,3,2,10,3,1906,19,99,1,69,12,11,14,1,1,3,69,5,9999,99,2
7256,2018,17,16,3,2,10,3,603,6,99,1,28,4,4,6,9,1,1,48,99,9999,99,1
7257,2018,17,16,3,2,10,3,603,6,99,1,26,4,4,6,1,1,4,64,99,9999,99,1
7258,2018,17,16,3,2,10,3,604,6,99,1,30,5,5,7,1,1,4,64,14,9999,99,1
7259,2018,17,16,3,2,10,3,604,6,99,1,999,16,12,18,9,9,14,6,1,9999,99,1
7260,2018,17,16,3,2,10,3,1014,10,99,1,40,7,7,9,9,1,5,23,2,1992,3,1
7261,2018,17,16,3,2,10,3,1014,10,99,1,22,3,3,5,9,1,4,999,5,9999,99,1
7262,2018,17,21,4,3,10,3,1105,11,99,1,42,7,7,9,2,1,3,69,11,1982,2,1
7263,2018,17,21,4,3,10,3,1105,11,99,1,28,4,4,6,1,1,4,27,5,2017,5,1
7264,2018,17,0,1,1,10,3,1201,12,99,1,25,4,4,6,9,1,3,69,11,2013,5,1
7265,2018,17,0,1,1,10,3,1201,12,99,1,31,5,5,7,9,1,3,28,2,2010,5,1
7266,2018,17,0,1,1,10,3,1203,12,99,1,50,9,9,11,9,1,12,999,8,1996,3,2
7267,2018,17,0,1,1,10,3,1203,12,99,1,26,4,4,6,9,1,4,999,99,9999,99,2
7268,2018,17,7,2,1,10,3,1614,16,99,1,999,16,12,18,9,1,3,69,9,9999,99,3
7269,2018,17,10,2,1,10,3,401,4,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
7270,2018,17,10,2,1,10,3,401,4,99,1,23,3,3,5,1,1,4,999,99,9999,99,1
7271,2018,18,22,4,3,10,4,101,1,6,1,25,4,4,6,1,1,4,999,99,9999,99,1
7272,2018,18,22,4,3,10,4,101,1,6,1,999,16,12,18,9,1,1,28,99,9999,99,1
7273,2018,18,23,4,3,10,4,101,1,14,1,21,3,3,5,1,1,4,999,99,9999,99,6
7274,2018,18,0,1,1,10,4,101,1,12,1,44,7,7,9,2,1,5,26,2,2013,5,1
7275,2018,18,0,1,1,10,4,101,1,12,1,41,7,7,9,9,1,4,27,5,9999,99,1
7276,2018,18,6,2,1,10,4,115,1,99,1,43,7,7,9,1,1,11,48,99,2004,4,1
7277,2018,18,6,2,1,10,4,115,1,99,1,30,5,5,7,1,1,4,6,3,9999,99,1
7278,2018,18,20,4,3,10,4,110,1,99,1,70,13,11,15,1,1,3,999,99,9999,99,2
7279,2018,18,14,3,2,10,4,1103,11,99,2,999,16,12,18,1,1,12,17,12,1983,2,3
7280,2018,18,19,4,3,10,4,1503,15,99,1,42,7,7,9,1,1,18,999,99,9999,99,1
7281,2018,18,19,4,3,10,4,1503,15,99,1,38,6,6,8,1,1,4,67,4,2014,5,1
7282,2018,18,10,2,1,10,4,201,2,99,1,999,16,12,18,9,1,3,999,2,2018,5,1
7283,2018,18,10,2,1,10,4,201,2,99,1,42,7,7,9,1,1,5,999,2,1991,3,1
7284,2018,18,10,2,1,10,4,201,2,99,1,53,9,9,11,1,1,16,88,6,9999,99,1
7285,2018,18,10,2,1,10,4,201,2,99,1,43,7,7,9,1,1,2,10,4,9999,99,1
7286,2018,18,10,2,1,10,4,201,2,99,1,36,6,6,8,1,1,3,999,99,9999,99,1
7287,2018,18,10,2,1,10,4,201,2,99,1,999,16,12,18,9,9,6,999,99,9999,99,1
7288,2018,18,22,4,3,10,4,712,7,99,1,41,7,7,9,1,1,5,17,1,9999,99,1
7289,2018,18,22,4,3,10,4,712,7,99,2,31,5,5,7,1,1,4,27,3,9999,99,1
7290,2018,19,16,3,2,10,5,101,1,8,1,26,4,4,6,2,1,4,39,1,2017,5,1
7291,2018,19,16,3,2,10,5,101,1,8,1,47,8,8,10,1,1,1,69,2,2014,5,1
7292,2018,19,22,4,3,10,5,101,1,1,1,999,16,12,18,9,9,4,6,5,9999,99,1
7293,2018,19,22,4,3,10,5,101,1,1,1,44,7,7,9,1,1,9,27,11,1996,3,1
7294,2018,19,0,1,1,10,5,101,1,6,1,18,2,2,4,1,1,4,6,1,2017,5,1
7295,2018,19,0,1,1,10,5,101,1,6,1,20,3,3,5,1,1,4,6,1,2012,5,1
7296,2018,19,3,1,1,10,5,101,1,6,1,38,6,6,8,9,1,4,6,1,2017,5,6
7297,2018,19,1,1,1,10,5,102,1,99,2,23,3,3,5,9,1,1,73,1,2010,5,1
7298,2018,19,1,1,1,10,5,102,1,99,1,999,16,12,18,1,1,4,6,5,2014,5,1
7299,2018,19,17,3,2,10,5,101,1,14,2,34,5,5,7,1,1,1,41,4,2014,5,1
7300,2018,19,17,3,2,10,5,101,1,14,1,24,3,3,5,1,1,4,6,99,9999,99,1
7301,2018,19,15,3,2,10,5,101,1,13,1,23,3,3,5,9,1,4,999,99,9999,99,1
7302,2018,19,15,3,2,10,5,101,1,13,2,23,3,3,5,1,1,1,28,4,2013,5,1
7303,2018,19,7,2,1,10,5,101,1,7,1,39,6,6,8,1,1,1,999,2,2016,5,1
7304,2018,19,7,2,1,10,5,101,1,7,2,999,16,12,18,1,1,4,32,5,2018,5,1
7305,2018,19,9,2,1,10,5,101,1,11,2,29,4,4,6,1,1,1,999,1,9999,99,1
7306,2018,19,9,2,1,10,5,101,1,11,1,32,5,5,7,1,1,4,999,99,9999,99,1
7307,2018,19,13,3,2,10,5,116,1,99,1,24,3,3,5,1,1,1,48,99,1990,3,1
7308,2018,19,13,3,2,10,5,116,1,99,1,38,6,6,8,1,1,4,76,3,2012,5,1
7309,2018,19,18,4,3,10,5,116,1,99,1,999,16,12,18,9,9,4,1,5,9999,99,1
7310,2018,19,18,4,3,10,5,116,1,99,1,25,4,4,6,1,1,4,67,1,9999,99,1
7311,2018,19,6,2,1,10,5,108,1,99,1,38,6,6,8,9,1,12,28,11,2014,5,1
7312,2018,19,6,2,1,10,5,108,1,99,1,31,5,5,7,9,1,12,28,2,2002,4,1
7313,2018,19,9,2,1,10,5,108,1,99,1,19,2,2,4,9,1,4,999,99,9999,99,1
7314,2018,19,9,2,1,10,5,108,1,99,9,999,16,12,18,9,9,4,999,99,9999,99,1
7315,2018,19,5,1,1,10,5,2101,21,99,1,24,3,3,5,1,1,4,6,5,9999,99,1
7316,2018,19,5,1,1,10,5,2101,21,99,1,47,8,8,10,1,1,3,69,1,1988,2,1
7317,2018,19,16,3,2,10,5,509,5,99,1,999,16,12,18,9,9,99,999,99,9999,99,1
7318,2018,19,16,3,2,10,5,509,5,99,1,23,3,3,5,1,1,4,999,99,9999,99,1
7319,2018,19,0,1,1,10,5,1601,16,99,1,24,3,3,5,2,1,1,10,1,9999,99,1
7320,2018,19,0,1,1,10,5,1601,16,99,2,26,4,4,6,1,1,1,69,3,1983,2,1
7321,2018,19,7,2,1,10,5,1414,14,99,1,999,16,12,18,9,1,3,69,3,9999,99,3
7322,2018,20,5,1,1,10,6,101,1,1,1,30,5,5,7,9,1,1,27,4,9999,99,2
7323,2018,20,15,3,2,10,6,101,1,2,1,45,8,8,10,9,1,1,27,2,2012,5,1
7324,2018,20,15,3,2,10,6,101,1,2,1,40,7,7,9,9,1,4,999,99,9999,99,1
7325,2018,20,15,3,2,10,6,101,1,9,1,30,5,5,7,9,1,3,69,2,1996,3,1
7326,2018,20,15,3,2,10,6,101,1,9,1,21,3,3,5,9,1,4,163,2,9999,99,1
7327,2018,20,2,1,1,10,6,101,1,9,1,18,2,2,4,1,1,4,999,99,9999,99,1
7328,2018,20,2,1,1,10,6,101,1,9,9,999,16,12,18,9,9,1,999,99,9999,99,1
7329,2018,20,15,3,2,10,6,113,1,99,1,37,6,6,8,1,1,4,999,99,9999,99,1
7330,2018,20,15,3,2,10,6,113,1,99,9,999,16,12,18,9,9,1,999,99,9999,99,1
7331,2018,20,12,3,2,10,6,117,1,99,9,999,16,12,18,9,9,4,999,99,9999,99,1
7332,2018,20,12,3,2,10,6,117,1,99,1,30,5,5,7,9,1,4,999,99,9999,99,1
7333,2018,20,16,3,2,10,6,108,1,99,1,64,11,11,13,1,1,4,67,1,9999,99,6
7334,2018,20,16,3,2,10,6,108,1,99,9,999,16,12,18,9,9,1,999,99,9999,99,1
7335,2018,20,16,3,2,10,6,108,1,99,1,43,7,7,9,9,1,4,999,99,9999,99,1
7336,2018,20,14,3,2,10,6,2011,20,99,1,17,2,2,4,9,2,4,27,14,2017,5,6
7337,2018,20,19,4,3,10,6,701,7,99,9,999,16,12,18,9,9,14,999,99,9999,99,6
7338,2018,20,18,4,3,10,6,416,4,99,1,24,3,3,5,2,1,1,56,3,9999,99,1
7339,2018,20,18,4,3,10,6,416,4,99,1,24,3,3,5,1,1,4,76,5,9999,99,1
7340,2018,21,23,4,3,10,7,101,1,8,1,41,7,7,9,1,1,3,73,4,2017,5,1
7341,2018,21,23,4,3,10,7,101,1,8,1,29,4,4,6,1,1,4,6,1,9999,99,1
7342,2018,21,22,4,3,10,7,101,1,1,1,20,3,3,5,1,1,4,87,14,2018,5,6
7343,2018,21,14,3,2,10,7,101,1,6,1,69,12,11,14,9,1,4,6,1,2012,5,1
7344,2018,21,14,3,2,10,7,101,1,6,9,999,16,12,18,9,9,4,999,99,9999,99,1
7345,2018,21,6,2,1,10,7,101,1,16,1,34,5,5,7,1,1,4,999,99,9999,99,2
7346,2018,21,17,3,2,10,7,113,1,99,1,25,4,4,6,1,1,3,69,4,9999,99,2
7347,2018,21,20,4,3,10,7,108,1,99,1,33,5,5,7,1,1,2,10,3,2001,4,2
7348,2018,21,10,2,1,10,7,108,1,99,1,21,3,3,5,9,1,4,6,1,9999,99,6
7349,2018,21,9,2,1,10,7,2003,20,99,1,32,5,5,7,9,1,99,999,99,9999,99,1
7350,2018,21,9,2,1,10,7,2003,20,99,1,32,5,5,7,9,1,99,999,99,9999,99,1
7351,2018,21,20,4,3,10,7,501,5,99,1,999,16,12,18,1,1,4,999,99,9999,99,6
7352,2018,21,13,3,2,10,7,504,5,99,9,999,16,12,18,9,9,3,69,1,9999,99,2
7353,2018,21,2,1,1,10,7,602,6,99,1,57,10,10,12,9,1,1,69,3,9999,99,2
7354,2018,21,13,3,2,10,7,1008,10,99,1,66,12,11,14,1,1,3,31,2,9999,99,1
7355,2018,21,13,3,2,10,7,1008,10,99,1,32,5,5,7,1,1,4,999,1,9999,99,1
7356,2018,21,18,4,3,10,7,1001,10,99,1,29,4,4,6,2,1,4,6,5,2018,5,6
7357,2018,21,21,4,3,10,7,1109,11,99,9,999,16,12,18,9,9,3,69,2,9999,99,1
7358,2018,21,21,4,3,10,7,1109,11,99,1,27,4,4,6,9,1,4,18,5,9999,99,1
7359,2018,21,15,3,2,10,7,1107,11,99,1,24,3,3,5,1,1,4,999,99,9999,99,1
7360,2018,21,15,3,2,10,7,1107,11,99,9,999,16,12,18,9,9,4,999,99,9999,99,1
7361,2018,21,5,1,1,10,7,901,9,99,1,28,4,4,6,2,1,3,69,3,9999,99,1
7362,2018,21,5,1,1,10,7,901,9,99,1,38,6,6,8,1,1,4,32,4,9999,99,1
7363,2018,21,21,4,3,10,7,1201,12,99,2,19,2,2,4,1,1,4,64,6,9999,99,1
7364,2018,21,21,4,3,10,7,1201,12,99,1,16,2,2,4,1,2,4,67,1,9999,99,1
7365,2018,21,3,1,1,10,7,1301,13,99,1,23,3,3,5,1,1,4,67,5,9999,99,1
7366,2018,21,3,1,1,10,7,1301,13,99,9,999,16,12,18,9,9,1,73,4,9999,99,1
7367,2018,21,19,4,3,10,7,1705,17,99,1,26,4,4,6,9,1,1,48,5,2000,4,6
7368,2018,22,15,3,2,10,1,101,1,3,2,25,4,4,6,9,1,1,10,4,9999,99,1
7369,2018,22,15,3,2,10,1,101,1,3,1,31,5,5,7,1,1,4,6,5,2007,4,1
7370,2018,22,18,4,3,10,1,101,1,9,2,18,2,2,4,9,1,1,69,2,2007,4,1
7371,2018,22,18,4,3,10,1,101,1,9,1,25,4,4,6,9,1,1,52,5,2004,4,1
7372,2018,22,15,3,2,10,1,108,1,99,1,48,8,8,10,9,1,1,28,2,2017,5,1
7373,2018,22,15,3,2,10,1,108,1,99,2,30,5,5,7,9,1,1,10,7,2013,5,1
7374,2018,22,19,4,3,10,1,2201,22,99,1,39,6,6,8,9,1,2,27,99,2018,5,1
7375,2018,22,19,4,3,10,1,2201,22,99,1,28,4,4,6,9,1,4,6,1,2017,5,1
7376,2018,22,21,4,3,10,1,501,5,99,1,41,7,7,9,2,1,3,69,1,9999,99,1
7377,2018,22,21,4,3,10,1,501,5,99,1,19,2,2,4,9,1,4,35,7,9999,99,1
7378,2018,22,17,3,2,10,1,1001,10,99,1,29,4,4,6,2,1,3,28,2,2010,5,1
7379,2018,22,17,3,2,10,1,1001,10,99,1,37,6,6,8,1,1,4,18,5,2018,5,1
7380,2018,22,17,3,2,10,1,1001,10,99,1,999,16,12,18,9,1,1,69,4,9999,99,1
7381,2018,22,15,3,2,10,1,1010,10,99,2,24,3,3,5,1,1,4,999,1,9999,99,1
7382,2018,22,15,3,2,10,1,1010,10,99,1,56,10,10,12,1,1,2,69,99,9999,99,1
7383,2018,22,17,3,2,10,1,1604,16,99,1,36,6,6,8,1,1,1,69,2,9999,99,1
7384,2018,22,17,3,2,10,1,1604,16,99,1,27,4,4,6,1,1,4,999,1,9999,99,1
7385,2018,22,16,3,2,10,1,1601,16,99,1,19,2,2,4,9,1,4,999,99,9999,99,1
7386,2018,22,16,3,2,10,1,1601,16,99,9,999,16,12,18,9,9,1,999,99,9999,99,1
7387,2018,22,19,4,3,10,1,1507,15,99,1,60,11,11,13,2,1,1,56,10,9999,99,1
7388,2018,22,19,4,3,10,1,1507,15,99,1,45,8,8,10,1,1,3,999,8,9999,99,1
7389,2018,22,21,4,3,10,1,208,2,99,1,19,2,2,4,1,1,4,2,1,2018,5,1
7390,2018,22,21,4,3,10,1,208,2,99,1,21,3,3,5,2,1,4,6,1,2013,5,1
7391,2018,22,6,2,1,10,1,1801,18,99,1,19,2,2,4,1,1,4,999,99,9999,99,6
7392,2018,22,7,2,1,10,1,1701,17,99,1,22,3,3,5,9,1,1,56,4,9999,99,2
